prompt,response
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding.","Based on your symptoms, the likely diagnosis is Hepatitis E."
"I have the following symptoms:  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload.","Based on your symptoms, the likely diagnosis is Alcoholic hepatitis."
"I have the following symptoms:  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum.","Based on your symptoms, the likely diagnosis is Tuberculosis."
"I have the following symptoms:  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain.","Based on your symptoms, the likely diagnosis is Common Cold."
"I have the following symptoms:  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum.","Based on your symptoms, the likely diagnosis is Pneumonia."
"I have the following symptoms:  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus.","Based on your symptoms, the likely diagnosis is Dimorphic hemmorhoids(piles)."
"I have the following symptoms:  vomiting,  breathlessness,  sweating,  chest_pain.","Based on your symptoms, the likely diagnosis is Heart attack."
"I have the following symptoms:  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf.","Based on your symptoms, the likely diagnosis is Varicose veins."
"I have the following symptoms:  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hypothyroidism."
"I have the following symptoms:  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hyperthyroidism."
"I have the following symptoms:  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations.","Based on your symptoms, the likely diagnosis is Hypoglycemia."
"I have the following symptoms:  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking.","Based on your symptoms, the likely diagnosis is Osteoarthristis."
"I have the following symptoms:  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking.","Based on your symptoms, the likely diagnosis is Arthritis."
"I have the following symptoms:  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness.","Based on your symptoms, the likely diagnosis is (vertigo) Paroymsal  Positional Vertigo."
"I have the following symptoms:  skin_rash,  pus_filled_pimples,  blackheads,  scurring.","Based on your symptoms, the likely diagnosis is Acne."
"I have the following symptoms:  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine.","Based on your symptoms, the likely diagnosis is Urinary tract infection."
"I have the following symptoms:  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails.","Based on your symptoms, the likely diagnosis is Psoriasis."
"I have the following symptoms:  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze.","Based on your symptoms, the likely diagnosis is Impetigo."
"I have the following symptoms: itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches.","Based on your symptoms, the likely diagnosis is Fungal infection."
"I have the following symptoms:  continuous_sneezing,  shivering,  chills,  watering_from_eyes.","Based on your symptoms, the likely diagnosis is Allergy."
"I have the following symptoms:  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain.","Based on your symptoms, the likely diagnosis is GERD."
"I have the following symptoms: itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Chronic cholestasis."
"I have the following symptoms: itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination.","Based on your symptoms, the likely diagnosis is Drug Reaction."
"I have the following symptoms:  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching.","Based on your symptoms, the likely diagnosis is Peptic ulcer diseae."
"I have the following symptoms:  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms: itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain.","Based on your symptoms, the likely diagnosis is Jaundice."
"I have the following symptoms:  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain.","Based on your symptoms, the likely diagnosis is Malaria."
"I have the following symptoms: itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Chicken pox."
"I have the following symptoms:  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Dengue."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding.","Based on your symptoms, the likely diagnosis is Hepatitis E."
"I have the following symptoms:  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload.","Based on your symptoms, the likely diagnosis is Alcoholic hepatitis."
"I have the following symptoms:  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum.","Based on your symptoms, the likely diagnosis is Tuberculosis."
"I have the following symptoms:  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain.","Based on your symptoms, the likely diagnosis is Common Cold."
"I have the following symptoms:  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum.","Based on your symptoms, the likely diagnosis is Pneumonia."
"I have the following symptoms:  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus.","Based on your symptoms, the likely diagnosis is Dimorphic hemmorhoids(piles)."
"I have the following symptoms:  vomiting,  breathlessness,  sweating,  chest_pain.","Based on your symptoms, the likely diagnosis is Heart attack."
"I have the following symptoms:  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf.","Based on your symptoms, the likely diagnosis is Varicose veins."
"I have the following symptoms:  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hypothyroidism."
"I have the following symptoms:  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hyperthyroidism."
"I have the following symptoms:  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations.","Based on your symptoms, the likely diagnosis is Hypoglycemia."
"I have the following symptoms:  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking.","Based on your symptoms, the likely diagnosis is Osteoarthristis."
"I have the following symptoms:  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking.","Based on your symptoms, the likely diagnosis is Arthritis."
"I have the following symptoms:  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness.","Based on your symptoms, the likely diagnosis is (vertigo) Paroymsal  Positional Vertigo."
"I have the following symptoms:  skin_rash,  pus_filled_pimples,  blackheads,  scurring.","Based on your symptoms, the likely diagnosis is Acne."
"I have the following symptoms:  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine.","Based on your symptoms, the likely diagnosis is Urinary tract infection."
"I have the following symptoms:  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails.","Based on your symptoms, the likely diagnosis is Psoriasis."
"I have the following symptoms:  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze.","Based on your symptoms, the likely diagnosis is Impetigo."
"I have the following symptoms: itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches.","Based on your symptoms, the likely diagnosis is Fungal infection."
"I have the following symptoms:  continuous_sneezing,  shivering,  chills,  watering_from_eyes.","Based on your symptoms, the likely diagnosis is Allergy."
"I have the following symptoms:  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain.","Based on your symptoms, the likely diagnosis is GERD."
"I have the following symptoms: itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Chronic cholestasis."
"I have the following symptoms: itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination.","Based on your symptoms, the likely diagnosis is Drug Reaction."
"I have the following symptoms:  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching.","Based on your symptoms, the likely diagnosis is Peptic ulcer diseae."
"I have the following symptoms:  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms: itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain.","Based on your symptoms, the likely diagnosis is Jaundice."
"I have the following symptoms:  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain.","Based on your symptoms, the likely diagnosis is Malaria."
"I have the following symptoms: itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Chicken pox."
"I have the following symptoms:  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Dengue."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding.","Based on your symptoms, the likely diagnosis is Hepatitis E."
"I have the following symptoms:  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload.","Based on your symptoms, the likely diagnosis is Alcoholic hepatitis."
"I have the following symptoms:  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum.","Based on your symptoms, the likely diagnosis is Tuberculosis."
"I have the following symptoms:  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain.","Based on your symptoms, the likely diagnosis is Common Cold."
"I have the following symptoms:  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum.","Based on your symptoms, the likely diagnosis is Pneumonia."
"I have the following symptoms:  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus.","Based on your symptoms, the likely diagnosis is Dimorphic hemmorhoids(piles)."
"I have the following symptoms:  vomiting,  breathlessness,  sweating,  chest_pain.","Based on your symptoms, the likely diagnosis is Heart attack."
"I have the following symptoms:  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf.","Based on your symptoms, the likely diagnosis is Varicose veins."
"I have the following symptoms:  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hypothyroidism."
"I have the following symptoms:  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hyperthyroidism."
"I have the following symptoms:  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations.","Based on your symptoms, the likely diagnosis is Hypoglycemia."
"I have the following symptoms:  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking.","Based on your symptoms, the likely diagnosis is Osteoarthristis."
"I have the following symptoms:  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking.","Based on your symptoms, the likely diagnosis is Arthritis."
"I have the following symptoms:  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness.","Based on your symptoms, the likely diagnosis is (vertigo) Paroymsal  Positional Vertigo."
"I have the following symptoms:  skin_rash,  pus_filled_pimples,  blackheads,  scurring.","Based on your symptoms, the likely diagnosis is Acne."
"I have the following symptoms:  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine.","Based on your symptoms, the likely diagnosis is Urinary tract infection."
"I have the following symptoms:  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails.","Based on your symptoms, the likely diagnosis is Psoriasis."
"I have the following symptoms:  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze.","Based on your symptoms, the likely diagnosis is Impetigo."
"I have the following symptoms: itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches.","Based on your symptoms, the likely diagnosis is Fungal infection."
"I have the following symptoms:  continuous_sneezing,  shivering,  chills,  watering_from_eyes.","Based on your symptoms, the likely diagnosis is Allergy."
"I have the following symptoms:  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain.","Based on your symptoms, the likely diagnosis is GERD."
"I have the following symptoms: itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Chronic cholestasis."
"I have the following symptoms: itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination.","Based on your symptoms, the likely diagnosis is Drug Reaction."
"I have the following symptoms:  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching.","Based on your symptoms, the likely diagnosis is Peptic ulcer diseae."
"I have the following symptoms:  muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts.","Based on your symptoms, the likely diagnosis is AIDS."
"I have the following symptoms:  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria.","Based on your symptoms, the likely diagnosis is Diabetes ."
"I have the following symptoms:  vomiting,  sunken_eyes,  dehydration,  diarrhoea.","Based on your symptoms, the likely diagnosis is Gastroenteritis."
"I have the following symptoms:  fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum.","Based on your symptoms, the likely diagnosis is Bronchial Asthma."
"I have the following symptoms:  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration.","Based on your symptoms, the likely diagnosis is Hypertension ."
"I have the following symptoms:  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances.","Based on your symptoms, the likely diagnosis is Migraine."
"I have the following symptoms:  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance.","Based on your symptoms, the likely diagnosis is Cervical spondylosis."
"I have the following symptoms:  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium.","Based on your symptoms, the likely diagnosis is Paralysis (brain hemorrhage)."
"I have the following symptoms: itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain.","Based on your symptoms, the likely diagnosis is Jaundice."
"I have the following symptoms:  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain.","Based on your symptoms, the likely diagnosis is Malaria."
"I have the following symptoms: itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Chicken pox."
"I have the following symptoms:  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body.","Based on your symptoms, the likely diagnosis is Dengue."
"I have the following symptoms:  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain.","Based on your symptoms, the likely diagnosis is Typhoid."
"I have the following symptoms:  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain.","Based on your symptoms, the likely diagnosis is hepatitis A."
"I have the following symptoms: itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections.","Based on your symptoms, the likely diagnosis is Hepatitis B."
"I have the following symptoms:  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history.","Based on your symptoms, the likely diagnosis is Hepatitis C."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes.","Based on your symptoms, the likely diagnosis is Hepatitis D."
"I have the following symptoms:  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding.","Based on your symptoms, the likely diagnosis is Hepatitis E."
"I have the following symptoms:  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload.","Based on your symptoms, the likely diagnosis is Alcoholic hepatitis."
"I have the following symptoms:  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum.","Based on your symptoms, the likely diagnosis is Tuberculosis."
"I have the following symptoms:  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain.","Based on your symptoms, the likely diagnosis is Common Cold."
"I have the following symptoms:  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum.","Based on your symptoms, the likely diagnosis is Pneumonia."
"I have the following symptoms:  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus.","Based on your symptoms, the likely diagnosis is Dimorphic hemmorhoids(piles)."
"I have the following symptoms:  vomiting,  breathlessness,  sweating,  chest_pain.","Based on your symptoms, the likely diagnosis is Heart attack."
"I have the following symptoms:  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf.","Based on your symptoms, the likely diagnosis is Varicose veins."
"I have the following symptoms:  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hypothyroidism."
"I have the following symptoms:  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation.","Based on your symptoms, the likely diagnosis is Hyperthyroidism."
"I have the following symptoms:  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations.","Based on your symptoms, the likely diagnosis is Hypoglycemia."
"I have the following symptoms:  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking.","Based on your symptoms, the likely diagnosis is Osteoarthristis."
"I have the following symptoms:  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking.","Based on your symptoms, the likely diagnosis is Arthritis."
"I have the following symptoms:  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness.","Based on your symptoms, the likely diagnosis is (vertigo) Paroymsal  Positional Vertigo."
"I have the following symptoms:  skin_rash,  pus_filled_pimples,  blackheads,  scurring.","Based on your symptoms, the likely diagnosis is Acne."
"I have the following symptoms:  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine.","Based on your symptoms, the likely diagnosis is Urinary tract infection."
"I have the following symptoms:  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails.","Based on your symptoms, the likely diagnosis is Psoriasis."
"I have the following symptoms:  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze.","Based on your symptoms, the likely diagnosis is Impetigo."
"I have the following symptoms: itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches.","Based on your symptoms, the likely diagnosis is Fungal infection."
"I have the following symptoms:  continuous_sneezing,  shivering,  chills,  watering_from_eyes.","Based on your symptoms, the likely diagnosis is Allergy."
